basin_id,seed,status,original_nse,reachable_nse,nse_decline,negative_test_day_fraction,maximum_storage_deficit_mm,material_negative_storage,high_skill_original_path,nse_declines_under_ordered_path,huc_02,gauge_lat,gauge_lon,elev_mean,area_gages2,aridity,frac_snow,frac_forest,aridity_stratum,snow_stratum,area_stratum
01365000,47,complete,0.6412484645843506,0.35874271392822266,0.28250575065612793,1.0,30.99883270263672,True,True,True,02,41.86648,-74.4871,465.17,99.57,0.546833503767649,0.202270211093681,1.0,humid,snow-influenced,small
01411300,11,complete,-5.471555709838867,-7.72634220123291,2.254786491394043,1.0,41.867435455322266,True,False,True,02,39.30694,-74.82056,15.25,79.32,0.79829446997973,0.0480948550351646,0.8487,humid,low-snow,small
01411300,29,complete,-7.275867462158203,-10.979479789733887,3.7036123275756836,1.0,56.93779754638672,True,False,True,02,39.30694,-74.82056,15.25,79.32,0.79829446997973,0.0480948550351646,0.8487,humid,low-snow,small
01411300,47,complete,-3.5780935287475586,-11.936612129211426,8.358518600463867,1.0,86.06559753417969,True,False,True,02,39.30694,-74.82056,15.25,79.32,0.79829446997973,0.0480948550351646,0.8487,humid,low-snow,small
01413500,11,complete,0.5842533111572266,0.16082537174224854,0.423427939414978,0.9958926615553122,8.289660453796387,True,True,True,02,42.14481,-74.65349,724.51,424.1,0.583102020770268,0.216908033968228,0.9974,humid,snow-influenced,small
01413500,29,complete,0.525906503200531,-0.6599839925765991,1.1858904957771301,0.8956736035049289,163.8544921875,True,True,True,02,42.14481,-74.65349,724.51,424.1,0.583102020770268,0.216908033968228,0.9974,humid,snow-influenced,small
01413500,47,complete,0.5078929662704468,-0.4154081344604492,0.923301100730896,1.0,21.146486282348633,True,True,True,02,42.14481,-74.65349,724.51,424.1,0.583102020770268,0.216908033968228,0.9974,humid,snow-influenced,small
01414500,11,complete,0.5532452464103699,0.20611709356307983,0.34712815284729004,0.9978094194961665,7.385473728179932,True,True,True,02,42.1062,-74.73043,775.58,64.45,0.560241764977201,0.216628505016047,1.0,humid,snow-influenced,small
01414500,29,complete,0.5130043625831604,-0.3754434585571289,0.8884478211402893,0.9860350492880613,135.86752319335938,True,True,True,02,42.1062,-74.73043,775.58,64.45,0.560241764977201,0.216628505016047,1.0,humid,snow-influenced,small
01414500,47,complete,0.5403879880905151,-0.15878260135650635,0.6991705894470215,1.0,19.906078338623047,True,True,True,02,42.1062,-74.73043,775.58,64.45,0.560241764977201,0.216628505016047,1.0,humid,snow-influenced,small
01415000,11,complete,0.5439510345458984,0.08563756942749023,0.4583134651184082,0.9978094194961665,9.53335952758789,True,True,True,02,42.12009,-74.81849,604.34,85.63,0.593013196113873,0.213452184948768,1.0,humid,snow-influenced,small
01415000,29,complete,0.5260168313980103,-0.6364126205444336,1.1624294519424438,0.9504381161007667,186.09669494628906,True,True,True,02,42.12009,-74.81849,604.34,85.63,0.593013196113873,0.213452184948768,1.0,humid,snow-influenced,small
01415000,47,complete,0.5308244824409485,-0.39860284328460693,0.9294273257255554,1.0,22.560474395751953,True,True,True,02,42.12009,-74.81849,604.34,85.63,0.593013196113873,0.213452184948768,1.0,humid,snow-influenced,small
01423000,11,complete,0.6173168420791626,0.36985325813293457,0.24746358394622803,0.9906900328587076,10.384209632873535,True,True,True,02,42.1662,-75.13989,593.67,859.68,0.601215979319906,0.217830297712483,0.9854,humid,snow-influenced,medium
01423000,29,complete,0.556106448173523,-0.5924279689788818,1.1485344171524048,0.9822015334063526,237.64910888671875,True,True,True,02,42.1662,-75.13989,593.67,859.68,0.601215979319906,0.217830297712483,0.9854,humid,snow-influenced,medium
