seed,basin,negative_storage_test_day_fraction,material_negative_storage
29,04122500,1.0,True
29,04127918,1.0,True
29,04127997,0.505750273822563,True
29,04161580,0.9887732749178533,True
29,04185000,0.9956188389923329,True
29,04196800,1.0,True
29,04197100,1.0,True
29,04197170,1.0,True
29,04213000,1.0,True
29,04213075,1.0,True
29,04216418,1.0,True
29,04221000,1.0,True
29,04224775,1.0,True
29,04233000,1.0,True
29,04256000,0.7653340635268346,True
29,03010655,1.0,True
29,03011800,0.9268893756845564,True
29,03015500,1.0,True
29,03021350,1.0,True
29,03026500,0.9805585980284776,True
29,03028000,0.9816538882803943,True
29,03049000,0.9337349397590361,True
29,03049800,0.9997261774370209,True
29,03050000,0.8973165388828039,True
29,03069500,0.8715772179627601,True
29,03070500,0.9945235487404163,True
29,03076600,0.884446878422782,True
29,03078000,0.9876779846659365,True
29,03140000,1.0,True
29,03144000,1.0,True
29,03170000,0.9537239868565169,True
29,03173000,0.9693318729463308,True
29,03180500,0.971248630887185,True
29,03182500,0.8767798466593647,True
29,03186500,0.9972617743702081,True
29,03237280,1.0,True
29,03237500,0.9958926615553122,True
29,03238500,1.0,True
29,03241500,0.9989047097480832,True
29,03280700,1.0,True
29,03281500,1.0,True
29,03285000,0.988499452354874,True
29,03291780,0.9507119386637459,True
29,03338780,1.0,True
29,03340800,1.0,True
29,03346000,1.0,True
29,03366500,1.0,True
29,03368000,0.9997261774370209,True
29,03384450,1.0,True
29,03439000,0.7187842278203724,True
29,03456500,0.9550930996714129,True
29,03460000,0.7250821467688937,True
29,03463300,0.9307228915662651,True
29,03471500,0.6393756845564075,True
29,03473000,0.645947426067908,True
29,03479000,0.9383899233296824,True
29,03488000,0.920591456736035,True
29,03498500,0.608433734939759,True
29,03500000,0.7790251916757941,True
29,03500240,0.9871303395399781,True
29,03504000,0.9890470974808324,True
29,03574500,0.7546549835706462,True
29,03592718,0.937842278203724,True
29,03604000,0.9986308871851041,True
29,05291000,0.9997261774370209,True
29,05362000,1.0,True
29,05393500,1.0,True
29,05399500,0.988499452354874,True
29,05408000,0.6185651697699891,True
29,05413500,0.9225082146768894,True
29,05414000,0.9318181818181818,True
29,05444000,0.9849397590361446,True
29,05454000,1.0,True
29,05458000,0.9997261774370209,True
29,05466500,0.9961664841182913,True
29,05487980,0.9994523548740416,True
29,05488200,1.0,True
29,05489000,1.0,True
29,05495000,0.9986308871851041,True
29,05495500,1.0,True
29,05501000,1.0,True
29,05503800,1.0,True
29,05507600,1.0,True
29,05508805,0.9923329682365827,True
29,05525500,1.0,True
29,05556500,1.0,True
29,05584500,1.0,True
29,05591550,1.0,True
29,05592050,1.0,True
29,05592575,1.0,True
29,05593575,1.0,True
29,05593900,1.0,True
29,05595730,1.0,True
29,07291000,1.0,True
29,07359610,0.9613910186199343,True
29,07362100,0.9994523548740416,True
29,07362587,0.9945235487404163,True
29,07375000,1.0,True
29,08013000,1.0,True
29,08014500,1.0,True
29,05057200,1.0,True
29,05120500,0.9997261774370209,True
29,06221400,0.9964403066812705,True
29,06224000,0.9956188389923329,True
29,06278300,0.9011500547645126,True
29,06289000,0.5353231106243155,True
29,06311000,0.7516429353778752,True
29,06332515,1.0,True
29,06339100,1.0,True
29,06344600,1.0,True
29,06352000,1.0,True
29,06404000,0.9783680175246441,True
29,06406000,0.9715224534501643,True
29,06409000,0.9764512595837898,True
29,06431500,0.8105147864184009,True
29,06440200,1.0,True
29,06447500,0.9956188389923329,True
29,06470800,1.0,True
29,06477500,1.0,True
29,06479215,0.9572836801752465,True
29,06601000,0.9860350492880613,True
29,06614800,0.9471522453450164,True
29,06622700,0.6046002190580504,True
29,06623800,0.6448521358159912,True
29,06632400,0.3948521358159912,True
29,06746095,0.7291894852135816,True
29,06803510,1.0,True
29,06803530,1.0,True
29,06814000,1.0,True
29,06847900,1.0,True
29,06853800,0.9997261774370209,True
29,06876700,0.9991785323110625,True
29,06878000,1.0,True
29,06879650,1.0,True
29,06885500,1.0,True
29,06888500,1.0,True
29,06889200,0.9926067907995619,True
29,06889500,0.9997261774370209,True
29,06892000,0.9991785323110625,True
29,06903400,1.0,True
29,06906800,0.9953450164293538,True
29,06910800,1.0,True
29,06911900,1.0,True
29,06917000,0.9994523548740416,True
29,06918460,0.9975355969331873,True
29,06919500,0.9975355969331873,True
29,06921070,0.9989047097480832,True
29,06921200,0.9994523548740416,True
29,07057500,0.9975355969331873,True
29,07060710,0.9972617743702081,True
29,07066000,1.0,True
29,07083000,0.6210295728368017,True
29,07142300,0.9991785323110625,True
29,07145700,0.9989047097480832,True
29,07167500,1.0,True
29,07180500,1.0,True
29,07184000,0.98986856516977,True
29,07195800,0.9983570646221248,True
29,07196900,0.9772727272727273,True
29,07197000,0.9901423877327492,True
29,07261000,0.9476998904709748,True
29,07263295,0.9934282584884995,True
29,07299670,1.0,True
29,07301410,0.8170865279299014,True
29,07315200,1.0,True
29,07315700,0.9983570646221248,True
29,07335700,0.9197699890470975,True
29,07340300,0.9997261774370209,True
29,07346045,0.9203176341730559,True
29,08023080,0.9994523548740416,True
29,08050800,0.9983570646221248,True
29,08066200,0.9997261774370209,True
29,08066300,1.0,True
29,08070000,0.9986308871851041,True
29,08070200,0.9997261774370209,True
29,08082700,1.0,True
29,08086212,1.0,True
29,08086290,1.0,True
29,08101000,0.9997261774370209,True
29,08103900,0.9989047097480832,True
29,08104900,0.9868565169769989,True
29,08109700,0.7305585980284776,True
29,08150800,0.9958926615553122,True
29,08158700,0.9890470974808324,True
29,08164300,0.9920591456736035,True
29,08164600,0.9808324205914567,True
29,08165300,0.9994523548740416,True
29,08171300,0.9961664841182913,True
29,08175000,0.9756297918948521,True
29,08176900,0.9309967141292442,True
29,08178880,0.9994523548740416,True
29,08189500,0.9950711938663745,True
29,08190000,1.0,True
29,08194200,1.0,True
29,08195000,0.9994523548740416,True
29,08196000,0.9991785323110625,True
29,08198500,0.9972617743702081,True
29,08200000,0.9975355969331873,True
29,08202700,0.9972617743702081,True
29,08267500,1.0,True
29,08269000,1.0,True
29,08271000,1.0,True
29,08324000,0.3143483023001095,True
29,08377900,0.9252464403066812,True
29,08378500,0.9145673603504929,True
29,08380500,0.9887732749178533,True
29,09035800,0.9622124863088719,True
29,09035900,0.9994523548740416,True
29,09065500,1.0,True
29,09066000,0.6191128148959474,True
29,09066200,0.4397590361445783,True
29,09066300,0.1273274917853231,True
29,09081600,0.8937568455640745,True
